B0261.2a	IPR009076	FKBP12-rapamycin binding domain
B0261.2a	IPR011009	Protein kinase-like domain superfamily
B0261.2a	IPR011989	Armadillo-like helical
B0261.2a	IPR014009	PIK-related kinase
B0261.2a	IPR016024	Armadillo-type fold
B0261.2a	IPR018936	Phosphatidylinositol 3/4-kinase, conserved site
B0261.2a	IPR024585	Serine/threonine-protein kinase mTOR domain
B0261.2a	IPR026683	Serine/threonine-protein kinase TOR, catalytic domain
B0261.2a	IPR036738	FKBP12-rapamycin binding domain superfamily
B0261.2a	IPR036940	Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily
B0261.4a	IPR010729	Large ribosomal subunit protein uL29m, mitochondrial
B0261.4a	IPR038340	MRP-L47 superfamily, mitochondrial
B0272.1	IPR000217	Tubulin
B0272.1	IPR002453	Beta tubulin
B0272.1	IPR003008	Tubulin/FtsZ, GTPase domain
B0272.1	IPR008280	Tubulin/FtsZ, C-terminal
B0272.1	IPR013838	Beta tubulin, autoregulation binding site
B0272.1	IPR017975	Tubulin, conserved site
B0272.1	IPR018316	Tubulin/FtsZ, 2-layer sandwich domain
B0272.1	IPR023123	Tubulin, C-terminal
B0272.1	IPR036525	Tubulin/FtsZ, GTPase domain superfamily
B0272.1	IPR037103	Tubulin/FtsZ-like, C-terminal domain
B0272.2	IPR027027	GOSR2/Membrin/Bos1
B0272.3	IPR006108	3-hydroxyacyl-CoA dehydrogenase, C-terminal
B0272.3	IPR006176	3-hydroxyacyl-CoA dehydrogenase, NAD binding
B0272.3	IPR006180	3-hydroxyacyl-CoA dehydrogenase, conserved site
B0272.3	IPR008927	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily
B0272.3	IPR013328	6-phosphogluconate dehydrogenase, domain 2
B0272.3	IPR022694	3-hydroxyacyl-CoA dehydrogenase
B0272.3	IPR036291	NAD(P)-binding domain superfamily
B0272.4	IPR001753	Enoyl-CoA hydratase/isomerase
B0272.4	IPR014748	Enoyl-CoA hydratase, C-terminal
B0272.4	IPR029045	ClpP/crotonase-like domain superfamily
B0273.115	IPR005331	Sulfotransferase
B0273.115	IPR007669	Carbohydrate sulfotransferase Chst-1
B0273.2	IPR001313	Pumilio RNA-binding repeat
B0273.2	IPR011989	Armadillo-like helical
B0273.2	IPR016024	Armadillo-type fold
B0273.2	IPR033133	Pumilio homology domain
B0273.3	IPR022042	snRNA-activating protein complex, subunit 3
B0273.4c	IPR000488	Death domain
B0273.4c	IPR000884	Thrombospondin type-1 (TSP1) repeat
B0273.4c	IPR000906	ZU5 domain
B0273.4c	IPR003598	Immunoglobulin subtype 2
B0273.4c	IPR003599	Immunoglobulin subtype
B0273.4c	IPR007110	Immunoglobulin-like domain
B0273.4c	IPR011029	Death-like domain superfamily
B0273.4c	IPR013783	Immunoglobulin-like fold
B0273.4c	IPR033772	UPA domain
B0273.4c	IPR036179	Immunoglobulin-like domain superfamily
B0273.4c	IPR036383	Thrombospondin type-1 (TSP1) repeat superfamily
B0273.4c	IPR037936	Netrin receptor UNC5
B0280.11	IPR000242	Tyrosine-specific protein phosphatase, PTPase domain
B0280.11	IPR003595	Protein-tyrosine phosphatase, catalytic
B0280.11	IPR029021	Protein-tyrosine phosphatase-like
B0280.12b	IPR001320	Ionotropic glutamate receptor, C-terminal
B0280.12b	IPR001508	Ionotropic glutamate receptor, metazoa
B0280.12b	IPR001828	Receptor, ligand binding region
B0280.12b	IPR015683	Ionotropic glutamate receptor
B0280.12b	IPR019594	Ionotropic glutamate receptor, L-glutamate and glycine-binding domain
B0280.12b	IPR028082	Periplasmic binding protein-like I
B0280.13	IPR000697	WH1/EVH1 domain
B0280.13	IPR011993	PH-like domain superfamily
B0280.17	IPR004087	K Homology domain
B0280.17	IPR036612	K Homology domain, type 1 superfamily
B0280.17	IPR045071	KH domain-containing BBP-like
B0280.1a	IPR001330	PFTB repeat
B0280.1a	IPR008930	Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid
B0280.1a	IPR026873	Geranylgeranyl transferase type-2 subunit beta
B0280.1a	IPR045089	Prenyltransferase subunit beta
B0280.2	IPR000697	WH1/EVH1 domain
B0280.2	IPR011993	PH-like domain superfamily
B0280.3	IPR004788	Ribose 5-phosphate isomerase, type A
B0280.3	IPR037171	NagB/RpiA transferase-like
B0280.4	IPR013087	Zinc finger C2H2-type
B0280.4	IPR036236	Zinc finger C2H2 superfamily
B0280.5	IPR002557	Chitin binding domain
B0280.5	IPR036508	Chitin binding domain superfamily
B0280.8	IPR000536	Nuclear hormone receptor, ligand-binding domain
B0280.8	IPR001628	Zinc finger, nuclear hormone receptor-type
B0280.8	IPR001723	Nuclear hormone receptor
B0280.8	IPR013088	Zinc finger, NHR/GATA-type
B0280.8	IPR035500	Nuclear hormone receptor-like domain superfamily
B0280.8	IPR049636	Hepatocyte nuclear factor 4-like, DNA-binding domain
B0280.9	IPR001680	WD40 repeat
B0280.9	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
B0280.9	IPR036322	WD40-repeat-containing domain superfamily
B0280.9	IPR045161	U3 small nucleolar RNA-associated protein 18
B0281.3	IPR000315	B-box-type zinc finger
B0281.3	IPR001841	Zinc finger, RING-type
B0281.3	IPR013083	Zinc finger, RING/FYVE/PHD-type
B0281.3	IPR017907	Zinc finger, RING-type, conserved site
B0281.5a	IPR000210	BTB/POZ domain
B0281.5a	IPR003131	Potassium channel tetramerisation-type BTB domain
B0281.5a	IPR011333	SKP1/BTB/POZ domain superfamily
B0281.5a	IPR045068	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1/2/3
B0281.6	IPR000210	BTB/POZ domain
B0281.6	IPR003131	Potassium channel tetramerisation-type BTB domain
B0281.6	IPR011333	SKP1/BTB/POZ domain superfamily
B0281.6	IPR045068	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1/2/3
B0281.8	IPR000315	B-box-type zinc finger
B0281.8	IPR001841	Zinc finger, RING-type
B0281.8	IPR013083	Zinc finger, RING/FYVE/PHD-type
B0281.8	IPR017907	Zinc finger, RING-type, conserved site
B0281.8	IPR027370	Zinc finger, RING-type, eukaryotic
B0285.10	IPR011009	Protein kinase-like domain superfamily
B0285.1b	IPR000719	Protein kinase domain
B0285.1b	IPR008271	Serine/threonine-protein kinase, active site
B0285.1b	IPR011009	Protein kinase-like domain superfamily
B0285.1b	IPR017441	Protein kinase, ATP binding site
B0285.4	IPR007213	Methyltransferase Ppm1/Ppm2/Tcmp
B0285.4	IPR016651	Leucine carboxyl methyltransferase 1
B0285.4	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
B0285.5	IPR010598	D-glucuronyl C5-epimerase, C-terminal
B0285.5	IPR039721	D-glucuronyl C5-epimerase
B0285.6	IPR001898	Solute carrier family 13
B0285.6	IPR031312	Sodium/sulphate symporter, conserved site
B0285.7	IPR027268	Peptidase M4/M1, CTD superfamily
B0285.7	IPR042097	Aminopeptidase N-like , N-terminal domain superfamliy
B0285.7	IPR045357	Aminopeptidase N-like , N-terminal domain
B0285.8	IPR011009	Protein kinase-like domain superfamily
B0285.9	IPR011009	Protein kinase-like domain superfamily
B0286.2a	IPR000203	GPS motif
B0286.2a	IPR000742	EGF-like domain
B0286.2a	IPR000832	GPCR, family 2, secretin-like
B0286.2a	IPR000922	D-galactoside/L-rhamnose binding SUEL lectin domain
B0286.2a	IPR001304	C-type lectin-like
B0286.2a	IPR001879	GPCR, family 2, extracellular hormone receptor domain
B0286.2a	IPR016186	C-type lectin-like/link domain superfamily
B0286.2a	IPR016187	C-type lectin fold
B0286.2a	IPR017981	GPCR, family 2-like, 7TM
B0286.2a	IPR032471	GAIN domain, N-terminal
B0286.2a	IPR036445	GPCR family 2, extracellular hormone receptor domain superfamily
B0286.2a	IPR043159	D-galactoside/L-rhamnose binding SUEL lectin domain superfamily
B0286.2a	IPR046338	GAIN domain superfamily
B0286.2a	IPR048072	Latrophilin-like receptor, 7TM
B0286.3	IPR000031	PurE domain
B0286.3	IPR018236	SAICAR synthetase, conserved site
B0286.3	IPR028923	SAICAR synthetase/ADE2, N-terminal
B0286.3	IPR033626	Class II PurE
B0286.4a	IPR007282	NOT2/NOT3/NOT5, C-terminal
B0286.4a	IPR038635	CCR4-NOT complex subunit 2/3/5, C-terminal domain superfamily
B0286.4a	IPR040168	Not2/Not3/Not5
B0286.5	IPR001766	Fork head domain
B0286.5	IPR018122	Fork head domain conserved site1
B0286.5	IPR030456	Fork head domain conserved site 2
B0286.5	IPR036388	Winged helix-like DNA-binding domain superfamily
B0286.5	IPR036390	Winged helix DNA-binding domain superfamily
B0286.5	IPR047515	Forkhead box protein L2, forkhead domain
B0286.6	IPR001254	Serine proteases, trypsin domain
B0286.6	IPR001314	Peptidase S1A, chymotrypsin family
B0286.6	IPR009003	Peptidase S1, PA clan
B0286.6	IPR043504	Peptidase S1, PA clan, chymotrypsin-like fold
B0294.3	IPR001810	F-box domain
B0294.3	IPR036047	F-box-like domain superfamily
B0302.1a	IPR000719	Protein kinase domain
B0302.1a	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
B0302.1a	IPR001452	SH3 domain
B0302.1a	IPR008266	Tyrosine-protein kinase, active site
B0302.1a	IPR011009	Protein kinase-like domain superfamily
B0302.1a	IPR015116	Cdc42 binding domain-like
B0302.1a	IPR017441	Protein kinase, ATP binding site
B0302.1a	IPR020635	Tyrosine-protein kinase, catalytic domain
B0302.1a	IPR036028	SH3-like domain superfamily
B0302.1a	IPR037085	Cdc42 binding domain-like superfamily
B0302.1a	IPR049587	TNK(ACK)-like non-receptor tyrosine-protein kinases, SAM domain
B0303.11b	IPR004842	SLC12A transporter family
B0303.11b	IPR018491	SLC12A transporter, C-terminal
B0303.15	IPR000911	Ribosomal protein uL11
B0303.15	IPR020783	Large ribosomal subunit protein uL11, C-terminal
B0303.15	IPR020784	Large ribosomal subunit protein uL11, N-terminal
B0303.15	IPR036769	Large ribosomal subunit protein uL11, C-terminal domain superfamily
B0303.15	IPR036796	Large ribosomal subunit protein uL11, N-terminal domain superfamily
B0303.2	IPR000940	Methyltransferase, NNMT/PNMT/TEMT
B0303.2	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
B0303.3	IPR002155	Thiolase
B0303.3	IPR016039	Thiolase-like
B0303.3	IPR020610	Thiolase, active site
B0303.3	IPR020613	Thiolase, conserved site
B0303.3	IPR020615	Thiolase, acyl-enzyme intermediate active site
B0303.3	IPR020616	Thiolase, N-terminal
B0303.3	IPR020617	Thiolase, C-terminal
B0303.4	IPR000626	Ubiquitin-like domain
B0303.4	IPR029071	Ubiquitin-like domain superfamily
B0303.4	IPR040352	Transmembrane and ubiquitin-like domain-containing protein 1/2
B0303.7a	IPR001452	SH3 domain
B0303.7a	IPR036028	SH3-like domain superfamily
B0303.9	IPR001619	Sec1-like protein
B0303.9	IPR027482	Sec1-like, domain 2
B0303.9	IPR036045	Sec1-like superfamily
B0303.9	IPR043127	Sec1-like, domain 3a
B0303.9	IPR043154	Sec1-like, domain 1
B0303.9	IPR043155	Vacuolar protein sorting-associated protein 33, domain 3b
B0304.1b	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
B0304.1b	IPR036638	Helix-loop-helix DNA-binding domain superfamily
B0304.1b	IPR039704	Myogenic factor
B0304.3	IPR001128	Cytochrome P450
B0304.3	IPR002401	Cytochrome P450, E-class, group I
B0304.3	IPR017972	Cytochrome P450, conserved site
B0304.3	IPR036396	Cytochrome P450 superfamily
B0304.5	IPR000344	7TM GPCR, serpentine receptor class a (Sra)
B0304.6	IPR000344	7TM GPCR, serpentine receptor class a (Sra)
B0304.7	IPR000344	7TM GPCR, serpentine receptor class a (Sra)
B0304.8	IPR000344	7TM GPCR, serpentine receptor class a (Sra)
B0304.9	IPR000344	7TM GPCR, serpentine receptor class a (Sra)
B0310.1b	IPR003280	Two pore domain potassium channel
B0310.2a	IPR013087	Zinc finger C2H2-type
B0310.2a	IPR036236	Zinc finger C2H2 superfamily
B0310.5a	IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase
B0310.5a	IPR035595	UDP-glycosyltransferase family, conserved site
B0331.1	IPR001128	Cytochrome P450
B0331.1	IPR002401	Cytochrome P450, E-class, group I
B0331.1	IPR017972	Cytochrome P450, conserved site
B0331.1	IPR036396	Cytochrome P450 superfamily
B0331.2	IPR001204	Phosphate transporter
B0334.1	IPR001534	Transthyretin-like
B0334.1	IPR038479	Transthyretin-like superfamily
B0334.11a	IPR009231	Chloride channel CLIC-like
B0334.15	IPR018937	Membrane magnesium transporter
B0334.2	IPR003280	Two pore domain potassium channel
B0334.2	IPR013099	Potassium channel domain
B0334.3a	IPR011766	Thiamine pyrophosphate enzyme, TPP-binding
B0334.3a	IPR012000	Thiamine pyrophosphate enzyme, central domain
B0334.3a	IPR012001	Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain
B0334.3a	IPR029035	DHS-like NAD/FAD-binding domain superfamily
B0334.3a	IPR029061	Thiamin diphosphate-binding fold
B0334.3a	IPR045025	TPP-binding domain containing protein HACL1-like
B0334.4	IPR006797	PRELI/MSF1 domain
B0334.4	IPR037365	Slowmo/Ups family
B0334.5	IPR002060	Squalene/phytoene synthase
B0334.5	IPR008949	Isoprenoid synthase domain superfamily
B0334.6	IPR000276	G protein-coupled receptor, rhodopsin-like
B0334.6	IPR017452	GPCR, rhodopsin-like, 7TM
B0334.7	IPR019422	7TM GPCR, serpentine receptor class h (Srh)
B0334.8a	IPR000341	Phosphatidylinositol 3-kinase Ras-binding (PI3K RBD) domain
B0334.8a	IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain
B0334.8a	IPR001263	Phosphoinositide 3-kinase, accessory (PIK) domain
B0334.8a	IPR002420	C2 phosphatidylinositol 3-kinase-type domain
B0334.8a	IPR003113	Phosphatidylinositol 3-kinase, adaptor-binding domain
B0334.8a	IPR011009	Protein kinase-like domain superfamily
B0334.8a	IPR015433	Phosphatidylinositol kinase
B0334.8a	IPR016024	Armadillo-type fold
B0334.8a	IPR018936	Phosphatidylinositol 3/4-kinase, conserved site
B0334.8a	IPR029071	Ubiquitin-like domain superfamily
B0334.8a	IPR035892	C2 domain superfamily
B0334.8a	IPR036940	Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily
B0334.8a	IPR042236	Phosphoinositide 3-kinase, accessory (PIK) domain superfamily
B0336.10	IPR000218	Large ribosomal subunit protein uL14
B0336.10	IPR019972	Large ribosomal subunit protein uL14, conserved site
B0336.10	IPR036853	Large ribosomal subunit protein uL14 superfamily
B0336.11a	IPR000535	Major sperm protein (MSP) domain
B0336.11a	IPR001251	CRAL-TRIO lipid binding domain
B0336.11a	IPR008962	PapD-like superfamily
B0336.11a	IPR013783	Immunoglobulin-like fold
B0336.11a	IPR036273	CRAL/TRIO, N-terminal domain superfamily
B0336.11a	IPR036865	CRAL-TRIO lipid binding domain superfamily
B0336.13	IPR003194	Transcription initiation factor IIA, gamma subunit
B0336.13	IPR009083	Transcription factor IIA, alpha-helical domain
B0336.13	IPR009088	Transcription factor IIA, beta-barrel
B0336.13	IPR015871	Transcription initiation factor IIA, gamma subunit, C-terminal
B0336.13	IPR015872	Transcription initiation factor IIA, gamma subunit, N-terminal
B0336.1a	IPR000225	Armadillo
B0336.1a	IPR011989	Armadillo-like helical
B0336.1a	IPR013284	Beta-catenin
B0336.1a	IPR016024	Armadillo-type fold
B0336.2	IPR005225	Small GTP-binding protein domain
B0336.2	IPR006689	Small GTPase superfamily, ARF/SAR type
B0336.2	IPR027417	P-loop containing nucleoside triphosphate hydrolase
B0336.2	IPR045872	ADP-ribosylation factor 1-5
B0336.3c	IPR000504	RNA recognition motif domain
B0336.3c	IPR000571	Zinc finger, CCCH-type
B0336.3c	IPR002483	PWI domain
B0336.3c	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
B0336.3c	IPR035979	RNA-binding domain superfamily
B0336.3c	IPR036855	Zinc finger, CCCH-type superfamily
B0336.3c	IPR045137	RNA-binding protein 26/27
B0336.4a	IPR016137	RGS domain
B0336.4a	IPR036305	RGS domain superfamily
B0336.4a	IPR044926	RGS, subdomain 2
B0336.5b	IPR026515	ARL14 effector protein
B0336.5b	IPR029264	ARF7 effector protein, C-terminal
B0336.6	IPR001452	SH3 domain
B0336.6	IPR012849	Abl-interactor, homeo-domain homologous domain
B0336.6	IPR028455	ABI gene family member 3, SH3 domain
B0336.6	IPR028457	ABI family
B0336.6	IPR036028	SH3-like domain superfamily
B0336.7a	IPR006612	THAP-type zinc finger
B0336.8	IPR007242	Ubiquitin-like protein Atg12
B0336.8	IPR029071	Ubiquitin-like domain superfamily
B0336.9d	IPR000061	SWAP/Surp
B0336.9d	IPR019147	Suppressor of white apricot, N-terminal domain
B0336.9d	IPR035967	SWAP/Surp superfamily
B0336.9d	IPR040397	Suppressor of white apricot
B0348.1	IPR006629	LPS-induced tumour necrosis factor alpha factor
B0348.1	IPR037519	LITAF domain containing protein
B0348.2a	IPR006629	LPS-induced tumour necrosis factor alpha factor
B0348.2a	IPR037519	LITAF domain containing protein
B0348.4d	IPR000008	C2 domain
B0348.4d	IPR000909	Phosphatidylinositol-specific phospholipase C, X domain
B0348.4d	IPR001192	Phosphoinositide phospholipase C family
B0348.4d	IPR001711	Phospholipase C, phosphatidylinositol-specific, Y domain
B0348.4d	IPR009535	Phospholipase C-beta, conserved site
B0348.4d	IPR011992	EF-hand domain pair
B0348.4d	IPR015359	Phosphoinositide-specific phospholipase C, EF-hand-like domain
B0348.4d	IPR016280	Phosphatidylinositol-4, 5-bisphosphate phosphodiesterase beta
B0348.4d	IPR017946	PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily
B0348.4d	IPR035892	C2 domain superfamily
B0348.4d	IPR037862	PLC-beta, PH domain
B0348.4d	IPR042531	Phospholipase C-beta, C-terminal domain superfamily
B0348.6b	IPR001040	Translation Initiation factor eIF- 4e
B0348.6b	IPR019770	Eukaryotic translation initiation factor 4E (eIF-4E), conserved site
B0348.6b	IPR023398	Translation Initiation factor eIF- 4e-like
B0350.2f	IPR000488	Death domain
B0350.2f	IPR000906	ZU5 domain
B0350.2f	IPR002110	Ankyrin repeat
B0350.2f	IPR011029	Death-like domain superfamily
B0350.2f	IPR036770	Ankyrin repeat-containing domain superfamily
B0350.2f	IPR040745	Ankyrin, UPA domain
B0361.10	IPR001388	Synaptobrevin-like
B0361.10	IPR010908	Longin domain
B0361.10	IPR011012	Longin-like domain superfamily
B0361.10	IPR042855	v-SNARE, coiled-coil homology domain
B0361.10	IPR045848	YKT6, SNARE motif
B0361.11	IPR005828	Major facilitator, sugar transporter-like
B0361.11	IPR005829	Sugar transporter, conserved site
B0361.11	IPR020846	Major facilitator superfamily domain
B0361.11	IPR036259	MFS transporter superfamily
B0361.2a	IPR006767	Cwf19-like protein, C-terminal domain-2
B0361.2a	IPR006768	Cwf19-like, C-terminal domain-1
B0361.2a	IPR040194	Cwf19-like protein
B0361.4	IPR009050	Globin-like superfamily
B0361.4	IPR012292	Globin/Protoglobin
B0361.4	IPR044399	Myoglobin-like, M family globin domain
B0361.5b	IPR003817	Phosphatidylserine decarboxylase-related
B0361.5b	IPR033177	Phosphatidylserine decarboxylase, bacterial/eukaryotic
B0361.5b	IPR033661	Phosphatidylserine decarboxylase, eukaryotic type 1
B0361.6	IPR003750	Putative RNA methyltransferase
B0361.6	IPR012340	Nucleic acid-binding, OB-fold
B0361.6	IPR029026	tRNA (guanine-N1-)-methyltransferase, N-terminal
B0361.6	IPR029028	Alpha/beta knot methyltransferases
B0361.7	IPR000560	Histidine phosphatase superfamily, clade-2
B0361.7	IPR029033	Histidine phosphatase superfamily
B0361.7	IPR033379	Histidine acid phosphatase active site
B0361.8	IPR001296	Glycosyl transferase, family 1
B0361.8	IPR031814	ALG11 mannosyltransferase, N-terminal
B0361.8	IPR038013	ALG11 mannosyltransferase
B0361.9	IPR003609	PAN/Apple domain
B0365.1	IPR002020	Citrate synthase
B0365.1	IPR003781	CoA-binding
B0365.1	IPR005811	ATP-citrate synthase/succinyl-CoA ligase, C-terminal domain
B0365.1	IPR013650	ATP-grasp fold, succinyl-CoA synthetase-type
B0365.1	IPR014608	ATP-citrate synthase
B0365.1	IPR016102	Succinyl-CoA synthetase-like
B0365.1	IPR016143	Citrate synthase-like, small alpha subdomain
B0365.1	IPR017440	ATP-citrate lyase/succinyl-CoA ligase, active site
B0365.1	IPR017866	Succinyl-CoA synthetase, beta subunit, conserved site
B0365.1	IPR032263	ATP-citrate synthase, citrate-binding domain
B0365.1	IPR033847	ATP-citrate lyase/succinyl-CoA ligase, conserved site
B0365.1	IPR036291	NAD(P)-binding domain superfamily
B0365.1	IPR036969	Citrate synthase superfamily
B0365.3	IPR001757	P-type ATPase
B0365.3	IPR004014	Cation-transporting P-type ATPase, N-terminal
B0365.3	IPR005775	P-type ATPase subfamily IIC, subunit alpha
B0365.3	IPR006068	Cation-transporting P-type ATPase, C-terminal
B0365.3	IPR008250	P-type ATPase, A domain superfamily
